statement,polarity,subjectivity
Medical Marijuana has been very very effective in treating several of my ailments and shouldbe available to all adults. I am happy that it is finally legal since it its an amazingly helpfuldrug.,0.3971428571428572,0.5
I just hope that when it becomes legal for adults that the supply goes down..I amkeepingbsticked up because of this..its kind of scarey because I use it daily atleast 3 timesper day!,0.07500000000000001,0.525
"It would be nice if it weren't so expensive, because it helps people.",0.04999999999999999,0.85
I feel like the amount you can carry is going o high no reason for people to carry an ounce atone time unless just left store. If you have that much your dealing it.,0.12,0.24666666666666667
No idea what #19 is referring to.,0.0,0.0
Medical Marijuana is great for chronic pain and stress. Also Sleep habits.,0.4,0.375
I prefer marijuanamost before over counter meds or pharmaceutical,0.0,0.0
"Once the recreational use for cannabis comes into play, I think the price of medical cannabisneeds to be evaluated vs recreational cannabis. I don't think you can charge a much higherprice for one or the other. If price is significantly higher for medical then people will just go therecreational route.",0.065,0.215
"Question - once adult use is available legally, will a medical card still be necessary?",0.13999999999999999,0.38
Would like to try edibles as the vape smoke bothers my lungs. Former lung CA survivor.,0.0,0.0
"Bad reaction to big pharma. Initially resistant to provider recommendation for MMJ, butunderstand it's critical role in my daily maintenance to curtail side effects of big pharmamedications.",-0.11666666666666664,0.2777777777777778
"I think the price of medical Marijuana needs to be lowered, especially for senior citizens andveterans.",0.0,0.5
It is important to keep up with news and facts on medical cannabis.,0.2,0.5
"I need to keep my mmj med card currently in order to keep my healthcare job in Delaware,where I live and work. I also want to be able to grow cannabis in my home. But I live inDelaware, and the powers that be want to prohibit my freedom to grow my medicine of choicein my home. I actually am pretty sure that the medical pot industry has a lot to do with that.It's like a sick joke really. Just another fucking annoying drug dealer to have to deal with so Ican legally keep my job when I get drug tested----OH and the people who make all the drugtests are making a pretty penny too. They're all the same.",0.050649350649350645,0.5535409035409036
It helps I have chronic back pain plus a knee replacement my vape helps me thru the day,0.0,0.0
I hope that the medical my will continue to be separate. I’m afraid if I have to compete withrecreational users there will be li Ed and they will run out of product. I live in a resort area and Idon’t want to compete with tourists from out of state for my product.,-0.15454545454545454,0.4666666666666666
The price of medical marijuana is way too high. The cost is ridiculous and out of reach. Theproduct is dry and not even close to the THC percentage written on the label. If the local medspots do not improve pricing and quality of the product there will be no sense to apply formedical card when it will be fully legal to purchase at a store or on the street. Med patientshave been getting ripped off since this program started here in DE. Sad,-0.07714285714285714,0.4771428571428572
"Increase allowable strenghts, decrease price",0.0,0.0
"Get insurance to cover medical use, non medical users revenue can help fund that.",0.0,0.0
My biggest concern in medical and adult dispensaries combining is the number of people itwould attract and any differences in the strength/quality of medical vs. recreational use.,0.03333333333333333,0.09999999999999999
Excited about where the marijuana journey is going,0.375,0.75
"Allow multiple growers, processors, labs, dispensaries vs the medical program where eachlicenses has to be everything.",0.0,0.0
"I’m now staying in NJ for a year, but have a card in Delaware.",0.0,0.0
Can we make the cardsaccepted in surrounding states?,0.0,0.0
NJ you wait 90 minutes to get in without a card; right in with acard. Thanks!,0.26785714285714285,0.3678571428571429
I have a better quality of life with m.m.and am happy with the way things are,0.65,0.75
Please allow for higher mg edible options.,0.25,0.5
I’m afraid if people without card who don’t need product for medical reasons will make it harderfor patients to get the product that works for them . For instance get relief from pain from theeatable products,-0.3,0.45
"I would like to see more variation of strains offered. I would like to grow my own cannabis.Having to paying $250 every year is unfortunate to renew my medical card in Delaware. I alsowould like to be able to obtain a cultivation license in Delaware, if you can point me to anyonewho can help.",0.22000000000000003,0.625
Cannabis has been a life changer for my. I lived in pain 24/7 and severe anxiety. I am able toregain part of my life.,0.5,0.625
"While the medical marijuana has helped my condition, I wish the would consistently stock thesame items. When I find a strain that is particularly helpful, I also find it to be unavailable onfuture purchases.",0.13888888888888887,0.19444444444444442
In need of bigger variety,0.0,0.5
Medical marijuana patients should be allowed to grow for personal use,0.0,0.15
Nothing to add,0.0,0.0
I would love to see the cost go down and have the initial cost be removed .,0.11481481481481481,0.2962962962962963
Medical marijuana has helped me sustain the pain in my feet from neuropathy.,0.0,0.0
The yearly renewal for patients whose diagnosis will not change is an expensive fee which istotally unfair to the consumer. This should be rectified and stopped. Yearly renewals are no,-0.5,0.85
longer needed with the permanent legislation passed in Delaware. It is time consuming for youand costly for me.,0.0,0.0
This is an extremely important service that positively affects the lives of many Delawareans.,0.3757575757575758,0.6818181818181818
please lower the prices on products!!! can't always afford what I need.,0.0,0.0
I am hoping to see the prices go down.,-0.15555555555555559,0.2888888888888889
Most times I choose the product that gives me the feeling of well being. Have to try variousproducts first then buy the same one.,0.25,0.3194444444444444
Medical Marijuana and CBD oils have help me in multiple was. I was getting debilitatingmigraine headaches on a weekly basis. Now i cant tell you when my last migraine was. Themuscle spasm in my back have gotten much better. It helps me sleep better and longer. I wasable to lower my pain meds since I started using Cannabis,0.16666666666666666,0.17777777777777778
I like edibles rarely smoke. More edibles would be great,0.5333333333333333,0.7166666666666667
I FEEL THIS HAS HELPED THIS SENIOR,0.0,0.0
I have been to other states and their dispensaries are light years ahead of ours in Delaware.The selection and quality in addition to the staff knowledge and understanding is superior.,0.325,0.6583333333333333
Lower prices for medical patients. Or insurance coverages,0.0,0.0
I wish the legislation was clearer on what and when this was going to go into effect and what itmeans for my card that I paid $250 for.,0.0,0.0
Wish there was more variety in product selection since I don’t smoke the products,0.5,0.5
Lower your prices. Street cannabis is cheaper..... Competition is coming ..if you want to keepyour customers,0.0,0.0
I’m good,0.7,0.6000000000000001
"I have no problems with sales of recreational marijuana, but sometimes the dispensaries runout of certain products, and I must make return trip to acquire it. So, I worry about medicinalsupply being shifted, to what will obviously be more sales in recreational side of business.Also being able to only use cash is a big problem,because I must always stop and get cashbefore I go to dispensary. Adding costs and time to trip for meds. So every trip to dispensaryinvolves a search for a place to get cash. How is this even s thing?",0.24285714285714288,0.5592857142857143
"I understand medical marijuana has to go through more regulation than illegal marijuana, butthe price difference is extreme, especially for older adults living with health concerns andconditions which prevent them from working. Prices in the street are better than dispensaries.",0.07738095238095237,0.5476190476190477
Drop the renewal fee.,0.0,0.0
"The one thing that concerns me is by the Governor legalizing use of cannabis by all adultsmay result in car accidents, children having access to cannabis. The Governor should havevetoed this bill and kept it only as Medical use for adults with medical conditions.",0.0,0.3333333333333333
I think the Delaware Medical Marijuana program is very well run and at least for me is a vitalresource in maintaining my ability to work and provide for my family. I sincerely hope themedical program continues in light of the legalization of recreational use in Delaware.,0.16,0.38
I would like to see cannabis put in the same cat. as other medications other meds I pay 0 Iunderstand can't pay all just would like to see more of the cost covered otherwise my lifewould have taken a totally different track if legal sooner,0.075,0.36250000000000004
Medical cards should have a renewal time of 5 years or more . Medical should stay out oflegalization venues as they didn't support the efforts of those who lobbied legalization. Medicalis supposed too be Non profit but they are making huge profits and Delawares prices are someof the highest in the country even after a well established market . Medical should allow 6vegetative plants and 6 flowering plants for medical use . Just the same as those who prefer,0.1285714285714286,0.21785714285714283
too brew thier own beer or wine even with legalization the price is unaffordable and home growshould be #1 priority,0.6,1.0
I would like to get more product for my money. I pay for 5 piece's in Delaware when Marylandpackages offer 10 or more for the same price as Delaware,0.3333333333333333,0.375
Should not have to pay for the medical card the medical cannabis is very expensive,-0.21666666666666667,0.3033333333333333
"All is good, I had a traumatic brain injury and this helps me stay calmed down because I can'tdo things like I used to",0.2722222222222222,0.44444444444444453
So I think legalizing marijuana is a very bad idea. If a person needs marijuana for a medicalreason then the person should get a card,-0.9099999999999998,0.8666666666666667
"Receiving my medical marijuanna card is one of the best things I could have ever did ! I love it, medical marijuanna helps me out a ton , especially with my ptsd and stress and bi-polardisorder as well. Makes me feel more safer about smoking marijuanna as well now becausepeople on the streets are putting fentanyl into marijuanna on the streets now of days , so justhaving my medical marijuanna card makes me feel 10x safer knowing I’m smoking somethinggrown and treated the right way and isn’t going to have any harmful effects on me.",0.2857142857142857,0.3669642857142857
"Insurance should pay a part for people who really need the products. They want people offopioid medications, well this is the answer. CBD oils and creams are helpful for the ones thatdon’t want the THC effects of relief of pain.",0.2,0.2
I have only been using medical marijuana for several weeks but it has done wonders for mypain & depression.,0.0,0.3333333333333333
It’s been very helpful to me. I have such severe back issues and helps me with all the pain. Irefuse to take opioids. I don’t like the way you make me feel.,0.06666666666666667,0.26666666666666666
I think legalizing in DE is a good idea but I hope we look at other states' issues (like CA) anddon't make the same mistakes. I also hope that those who use it for medical reasons won't benegatively impacted by the availability of recreational marijuana in our state.,0.14375,0.275
"It would be nice if DE medical prices were comparable to MI’s ADULT REC WITH TAX. Evenwith my Medicaid discount at any DE dispensary, the prices are ridiculous!",0.07083333333333333,0.575
Not applicable,0.0,0.0
"This has changed my life for the better in a huge way. It has not cured my pain issues, buthelps greatly.",0.5666666666666668,0.7166666666666667
the t h c products help me sleep and deal with the pain from my two amputations. I thinkmedical patients should pay a lot less for these products than non-medical card holders alsomy condition will never improve but i need a new card each year maybe renew every 5-8 yearslike drivers license,-0.015151515151515152,0.2606060606060606
"No to Legalization for Anyone . It does get addicting . I’m a user and if I don’t have it I haveside effects sweats , grumpy",0.0,0.0
Lower cost,0.0,0.0
The price to maintain and renew cards should decrease once adult use is in effect. Why shouldwe pay hundreds of dollars for our cards whwn average Joe can just pay for it with a minimalprice difference,-0.024999999999999994,0.35
I really had a problem with registering with the doctor and the state. I didn't know how or whatto do. Finally the doctors staff helped me understand what I needed to do. But I didn't get mycard for a month after I seen the doctor.,0.1,0.6
"The application fee and yearly physician permission, make me reconsider, renewing mymedical marijuana card. I will continue to renew until reputable dispensaries are widelyavailable that do not require a card.",0.5,0.8
"To insure proper supply of medical grade marijuana, I would certainly expect the medicalcertification to continue for specific strains. But, I know this will be a difficult task, unlessstandards are consistent.",-0.0059523809523809494,0.3410714285714285
"Medical marijuana use is extremely individual. And I have no moral or religious or philosophicalqualms about using some thing to help with anxiety or pain. I am extremely grateful to havesome thing to help me function as I approach 80. Marijuana enables me to sleep. My anti-depressant prescription dosage has been halved.I drink less. for me, it is an excellent methodof coping with fibromyalgia.",0.10119047619047619,0.4238095238095238
I was taking 8 different medications and I finally got off the last one 3 months ago andMedicinal Marijuana has done that for me,0.0,0.5555555555555556
"cannabis products are a powerful drug and it can be abused. I am not happy with legalizationwithout the feds de-schedulizing cannabis. Cannabis users are labeled as law breakers,druggies according to the biden admin. Until they treat cannabis products as other theraputicdrugs that actually helps our medical conditions and not just a recreational drug like alcohol.more people will abuse this drug like all others.",-0.045000000000000005,0.495
no comment,0.0,0.0
Please keep the prices fair for the seniors whose sole income is from social security. Thanks,0.23333333333333334,0.35416666666666663
I feel like it should be easier for medical use patients to obtain cards and products. Its veryexpensive for us on a fixed income yet necessary for optimal health. I also hope adult usedoesn't effect the availability for medical use. I'm super excited about being able to grow myown plants. Thanks for listening to people and ensuring we have MMJ to care for our healthconditions,0.1787037037037037,0.41574074074074074
Would appreciate more of a selection of medical dispensaries.,0.25,0.25
I'd just say marijauna isn't harmful. It's about time it's getting legalized. Liquor stores should bereplaced with dispensaries. The state would be much safer.,0.2,0.2
"Since the adult use bill has passed, I truly think that anyone who's has they're card alreadyshould NOT have to renew it & should still be able to get they're medicine.",0.3,0.4625
"The people whodon't need it medically are going to be able to get it without paying anything extra. Somepatients can barely afford they're medicine let alone a renewal fee year in & year out. Pluswhat's going to happen when 21 & older without a card are able to purchase & it ends upscrewing over people who use it as medicine & the dispensary runs out? Or if the patientscan't get to another dispensary, cuz I don't know if you know this or realize this but a lot ofpatients are unable to drive for one reason or another.",0.10238095238095239,0.3261904761904762
"Medical is a joke. Prices are inflated sooo much. Nothing is accurate. Weights, potencies, etc.first state compassion is the worst followed by Columbia care.",-0.09999999999999998,0.45833333333333337
have only found one medical article on marijuana and prescription interaction. would like to seemore research published. I am an RN with a Master's degree. I am a convert. I couldn't believehow quickly it took my pain away. I recommend marijuana for anyone with pain issues but onlyif they purchase it from a licensed dispensary that grows their own marijuana. I have found thatover-the-counter marijuana is useless.,0.08666666666666667,0.54
No additional comment,0.0,0.0
Needs to be more variety overall.,0.25,0.25
"The only purpose of the use of I have is for my chronic pain for my carpal tunnel, and it hashelped. What I purchase also helps me sleep and relax. I have stopped taken medicationswhich are more expensive more additive. I didn't smoke when I was younger, but now it hasbeen helpful and honestly it has been a life changer.",0.18333333333333335,0.6
"No additional comments at this time, thank you.",0.0,0.0
Thanks,0.2,0.2
It was very challenging to not have a plan of use when I stared using cannabis products. The,0.65,1.0
rule was just try anything and use what works best. Very scary.,0.175,0.65
Very happy that legalization is finally happening. Think that this will reduce the criminal activitybehind the use and sale of this medication.,0.19999999999999998,0.85
"Now that it is legal for adult use, my concerns are, that I feel every person should have to gothrough a the registration process and pay the annual fees. The same rule should apply that ifthey own a gun, they cannot apply for a medical license. if a medical license is not obtained,medicinal grade marijuana should not be available for purchase, only lower grade adult usageMarijuana. anyone applying should still only be granted a card if they have a qualified conditionotherwise they should only be allowed to buy public adult usage marijuana.",0.1153846153846154,0.4378205128205127
"I am 60 y/o and have smoked since the age of 13. It helped my anxiety which I suffered fromas the result of bullying. I suffered a frontal lobe injury at 4.5 and know I have impulse controlissues. In the 18 months of having my card, I have lost 80 pds, am no longer obese, BP &sugar under control and found the confidence to leave my dead end job! Of course now I'm justan out of work stoner who can't get a job, but hey: ""I'm happy"" Mr",0.275,0.7
I think that pts with a medical card should pay less or it should be covered by insurance justas any other medication is covered by insurance. Other more harmful and dangerous meds arecovered such as oxycodone which has high addiction rates,-0.04458333333333332,0.40708333333333335
I hope we can some stronger cannabis,0.0,0.0
High CBD; low THC should be available to purchase in every dispensary - not just the onesthat “choose” to grow and sell it.,0.18666666666666668,0.4133333333333333
Not having high CBD cannabis to smoke is an injustice torestricted patients! Every dispensary should grow at least two strains!,-0.0875,0.47
"I believe med mar to be a effective tool for chronic pain, with medical approval. In conjunctionwith Rx meds it helps control serious pain. Helps me maintain quality of life.",0.08888888888888889,0.48888888888888893
"The attack on me personally, as a citizen of the United States of America, and a Resident ofthe State of Delaware, the continued interference in my ability to live, and have a reasonablyacceptable quality of life, not to mention that the USA and State of Delaware, CDC, DEA, andFDA are all together unilaterally responsible for my current health conditions, not to mentionthe exorbitant PAIN TAX that being forced to use medical marijuana and pay for it out of myown @(#$*&% pocket (which has cost me approximately $50K over just 2 years.) isABSOLUTELY UNACCEPTABLE. And it's HIGH TIME, I SUE TO BE COMPENSATED!",-0.02045454545454546,0.38625
Free samples,0.4,0.8
New patient in DE (Had medical card in MD prior to moving). I’m not happy that my particularproduct (CBD tincture Brand) is not sold in DE.,-0.06590909090909092,0.36363636363636365
"Please maintain medical marijuana program. Even though the new adult use legislation isthrough, my professional license only protects my use if it is through the medicinal program.There should be a separate inventory for medical and recreational to ensure patients haveaccess to care.",0.05606060606060606,0.3090909090909091
I know it helped me with my anxiety insomnia and my back pain. It helps when my handsshake and my lips,0.0,0.0
"I have no problems with adult use, as long as there are checks and balances, as long asmedical patients come first and abuse by non patients has consequences. I hope and believethat legally allowing adult usage could stop a large portion of violence. If it isn't hard to get,people like me won't need a security guy to walk us to the Uber because we don't want to berobbed. And we won't be concerned the Uber driver might rob us on way home.",0.05907738095238096,0.36294642857142856
Yes the prices need to be adjusted or something like what’s the benefit of keeping the card,0.0,0.0
Everything seems to be changing here so fast it's hard to keep up. I do plan to renew my card.,-0.04583333333333334,0.5708333333333333
"Regulated cannabis is 10 fold safer than alcohol and a hundred times safer than prescriptionopiates in my opinion. I am glad that Delaware has made it legal, but I sincerely hope that themedical program continues. There is a lot more to marijuana than just",0.425,0.55
"getting""high.""",0.16,0.5399999999999999
I don’t think medical patients should have to pay more…,0.0,0.0
Cannabis is a far safer drug than alcohol. It should be regulated in a similar manner as it'smore dangerous counterpart.,-0.16666666666666666,0.7666666666666666
Do not make it legal for everyone!!!,0.390625,0.2
"If we were to be able to grandfather in the medical dispensaries and allow them to sell to adultuse patients as well the state could start collecting taxes on it a lot sooner. These companiesalso obviously know what they’re doing so it would be good for them to iron out the front of theissues to smooth the path for following dispensaries. These are the companies that firstbrought the product to the state, who better to start this path off for us?",0.3,0.4035714285714286
"In my opinion, the medical marijuana program has benefited many in our state, especiallyseniors. I am hoping that legalization will bring more complete studies of marijuana whilegenerating additional tax revenues. My only reservations concerning legalization is the toll ittakes on abusers and the money it takes from the families who can least afford it, much likealcohol took from my family when I was a child",0.14285714285714285,0.42857142857142855
Would like for all dispensaries to provide terpine profiles for flower.,0.0,0.0
Medical cards should be auto renewed.,0.0,0.0
Good app for information is LEAFLY,0.7,0.6000000000000001
Worried that legal adult use will drive up the price and make product more scarce.Dispensaries already have a tough time of keeping up with inventory.,0.10277777777777779,0.45833333333333337
nan,0.0,0.0
Please lower the price. We the people are poor.,-0.4,0.6
"There needs to be some kind of ""policing"" over the recreational marijiuana to insure it is pureand has no harmful substance laced in it.",0.6,0.9
Question 9 was ambiguous it doesn’t specify when we first got our first medical card vs whenwe got a DE medical card.,0.125,0.16666666666666666
Look it needs to be legal. It's safer than drinking!!,0.3125,0.2
My Dr. charges $200 for the paperwork. I am on a fixed income and it is hard for me to pay this,-0.09583333333333334,0.37083333333333335
Personally the average for a g at the dispo is 14. All the medical dispensaries that lobbiedagainst legalization should REMAIN MEDICAL ONLY. Remove the 50mg limit on edible mgand allow me to medicate how I need for my condition. Bonus if the medical dispo have to giftdisability patients an eighth per $70-100 spent after all they are supposed to be not for profitright and it isn't covered by insurance like opiods and other medicines are. Paying out ofpocket on disability is a struggle to choose between getting everything I need and paying bills.,-0.046875,0.271875
I support all decisions and advice,0.0,0.0
I think medical marijuana should be more affordable and more potent. Recreational cannabisshould remain the same price as medical cannabis there should be no discrimination againstrecreational cannabis and medical cannabis.,0.21428571428571427,0.23214285714285715
Now that it’s legal cards should just automatically renew,0.2,0.2
I had fibromyalgia pain which made my sleep very bad and restless. Medical marijuana hasallowed me to have the best nights of sleep in decades.,0.030000000000000065,0.3888888888888889
More cbd flower,0.5,0.5
Growing should be legal similar to brewing beer.,0.1,0.30000000000000004
Medical Marijuana saves my life everyday!,-0.125,0.3
"I would gladly be a part of a group that retained their medical card if it came along with lessinterference in access to marijuana like delivery, discounts, think tank feedback for legislators,etc. but at this point, it seems like an expensive burden to requalify (especially since my PCPwon’t).",0.0,0.675
These products are far too costly especially compared to our neighboring States. We alsoneed more arthritis friendly containers.,0.24375,0.75
It should make any past charges be automatically removed from our permanent record andhelp us get jobs in the industry of pot so we can be active in future changes and in growingbecause most of us have be doing it all way before these some what laminate growers and sowe can get involved in more regulation and security and education on pot and mushrooms,0.12333333333333334,0.395
"I’ll retain my card, I think legalizing is smart to a degree. Everything has its pros and cons butI think this is a positive shift for all.",0.22077922077922077,0.5941558441558441
I can't wait for when I bo longer have to pay $150+ each year to maintain my medical use card.That is a lot of money for a retiree. I hope the 55+ measure is passed.,0.0,0.0
"I am concerned that recreational use will make medical marijuana more expensive, and l amconcerned that the quality will not be as good. I hope that medical card holders will continue tohave access to secure facilities to buy their products separate from recreational use facilities.It is important for medical users to be able to get a quality product, and also have it availableto them ahead of recreational users.",0.2222222222222222,0.44722222222222224
Limiting the amount of cannabis makes it difficult to maintain medical care effectiveness,-0.25,0.5
Products are not potent enough. Too expensive. And very unavailable,-0.1375,0.5
"There sure is a lot of bad hype about marijuana. As a health care professional for over 40years, I have never dealt with a mean, angry or hostile pot smoker! But I saw nasty,sometimes dangerous drinkers!!",-0.32916666666666666,0.7071759259259259
I would consider maintaining my medical card if the fee to have it was not as expensive. I alsobelieve adults should have the option to grow their own cannabis legally.,0.075,0.475
No thanks,-0.1,0.2
"I only use the tinctures for my fibro and it gave me a life back. I also use the cooking hash tosleep. Glad to not be using prescriptions, but being retired it is a bit pricy.",0.16666666666666666,0.6666666666666666
"Thanks to all the supporters that made this happen, it’s a much needed choice for selftreatment.",0.2,0.2
I am for legal MJ. But I would want to keep my medical card if I could purchase a qualityproduct for my medical conditions.,0.06666666666666667,0.06666666666666667
We need lower prices like out west,0.0,0.0
Strong feelings that the Medical Card should be FREE!! Cost of prerolled and loose ispresently too high.,0.22828205128205128,0.4685128205128205
"Medical users should be able to grow for personal use, to offset theexpense of using a dispensary. Who has all of this money to spend when they are sick??",-0.053571428571428575,0.44553571428571426
I would like the mm despencery to stay but maybe more competitive with pricing.Just sometype of discount,0.5,0.5
I have worked at fsc and that place is horrible. They lack on all qualities. And the Farm onlysurvives cause of the godfather Chuck... bill really knows nothing of growing weed. And myoutlook on them jobs is joke... I'm street kid and the street will take care of the dispsarysnonsense... big things are coming and hope neither make it out.,-0.26666666666666666,0.43333333333333335
The legalization of marijuana means nothing if the legislation doesn’t allow medical marijuana,0.0,0.0
patients the ability to legally grow our own medicine.,0.4,0.6
Medical users really need to get insurance companies on board paying for product or partialpay of it.. and we should be charged less then adult recreation users,0.03333333333333334,0.14166666666666666
"I hope they can keep up with the demand, so medical patients never have to do without.",0.0,0.0
"As far as medical dispensaries selling to anyone, I would be concerned that the products I useand need may sell out frequently and not be there when I need them.",0.06666666666666667,0.43333333333333335
This survey is very general. I hope that helps.,0.06500000000000003,0.65
nan,0.0,0.0
The difference in the quality of life since I have been using medical marijuana is so muchbetter.,0.0,0.0
Leafly.,0.0,0.0
Cost is a major factor - I truly believe when legal marijuana use becomes availible for all youwill lose many customers if you don’t lower prices.,0.25416666666666665,0.39999999999999997
What kind of question is question number 12. Everybody uses what you call illegal marijuanabecause it’s now selling for $100 an ounce and your lowest dispensary cost is about 210 to240. No one can answer that question. Not even in a survey. thanks for your time.,0.09999999999999999,0.5333333333333333
No additional comments,0.0,0.0
Thanks for including me!,0.25,0.2
Na,0.0,0.0
"Need more dispensaries in Sussex county. It’s a spread out area and would rather avoid Rt 1to get to Columbia cares. The rt 9 dispensary is excessively secure. Require metal wand,locker for purse and not nice about it. Went once and won’t be back. Need a dispensarybetween Rehoboth and millsboro.",0.15000000000000002,0.525
Medical card holders should have better access and pricing than adult use since it is used asa medication,0.19999999999999998,0.26666666666666666
"I am a little concerned that having adults use of cannabis, May hinder medical users forgetting their product",-0.09375,0.25
Price needs to be much lower for medical. Surrounding states prices are much cheaper thanDE,0.13333333333333333,0.13333333333333333
"It would be helpful if the state of DE would consent to allow medical use patients the option(s)to purchase any sort of THC medicated edibles in doses HIGHER than only 10mg/each.Currently all that is available is 5 packs of 10mg each edibles, which is not enough of a doseto have the desired effect for many patients ive talked with about this as well as for myself.",0.19166666666666665,0.48333333333333334
No further comments.,0.0,0.5
Thanks,0.2,0.2
Would like to make the card multi-year instead of tey renewal. I like that idea!,0.0,0.0
I am overall pleased with the medical program and would like to continue with it.,0.16666666666666666,0.3333333333333333
Ensure availability for those with medical needs,0.0,0.0
We need home grow. At a minimum for medical use patients. The price gouging andunaffordable cannabis keeps medical use patients returning to the black market.,-0.05555555555555555,0.14444444444444446
"I really wish all the dispensaries would double check the pre-packaged flower and ensure thatthey all are consistent in weight and do actually weigh what they’re supposed to and NOTanything below that! I’m so sick and tired of being short .5 in one or .3 in another and .4 insomething else, right there is equivalent to over a gram of flower I’m out that I paid for! Now",-0.03839285714285716,0.36785714285714277
"who profits from that? Certainly NOT me! So please make sure EVERYTHING that’s sent outis either right on point or at least a little bit over, but NEVER leave us short as that’s justwrong!!",0.027380952380952384,0.5326719576719576
nan,0.0,0.0
"This card was the best thing for pain stress anxiety, I'm in comfort now.",1.0,0.3
nan,0.0,0.0
Just hope insurance would some day cover it.,0.0,0.0
Fresh and the farm grow terrible flower. Need more strains and variety.,-0.06666666666666665,0.6666666666666666
"I am still new at using the product, I rely on help from the staff at Columbia Care to steer me inthe right direction as to what will help me for my chronic pain.",0.21103896103896103,0.4951298701298701
Receive information from dispensary salespeople to determine the appropriate product.,0.5,0.5
The costs are too high. Insurance should cover it medical.,0.08,0.26999999999999996
"The pot that’s grown in Delaware is horrible it makes you feel like your on cloud nine, I like thepens!",-1.0,1.0
Insurance company declined my gabapentin for GN. I was only on 700 mg/day. Medicalmarijuana allowed me to function- otherwise the pain would have been unbearable. I was alsoheaded toward deep depression without the gabapentin because the pain was horrible.,-0.3333333333333333,0.7999999999999999
"I use high CBD (45%) vape which is hard to get. I think medical dispensaries should stayseparate from recreational, I don’t want my supply to be depleted.",-0.043888888888888894,0.3605555555555555
"As a senior on a very fixed income, I just want access to affordable high THC edible medicalmarijuana.",0.14500000000000002,0.39999999999999997
People with medical card should not be paying more. The cost should go to those who do nothave medical card.,0.16666666666666666,0.16666666666666666
"I'm happy to be a mmj patient and I have no problem with the new laws coming into effectsoon, some already are in effect. I hope that in the future Delaware mmj program looks intohow other states run their program, such as separate growers, manufacturing and sales. I thinkit is too much responsibility for a dispensary to have to do all 3.",0.16856060606060608,0.44242424242424244
"It doesn’t matter, if the prices continue to jump upwards of 10% twice a year, not sure howanyone on disability will be able to afford in the next couple years.",0.08333333333333333,0.5046296296296297
The program helps!! What would be better is if all the dispensaries sold the same product! Likefrom the different stores. I sometimes have to go to different places to get the selection ofstuff I need.,0.125,0.45625000000000004
"I live with chronic pain & nothing else has helped me. Using care with my products & using athome. I would really like it, if it was approved to take with you when you travel as sometimesthat is when I need it the most. Also, I would appreciate not selling recreational at the medicaldispensary. I would hate for them to run out when I use it for pain & not recreation. I also wouldhate long lines when I’m making a purchase. Thank you",-0.0027272727272727253,0.5
"Cream, edibles & drink additives are convenient to add to the pain relief i get from cannabisproducts.",0.0,0.0
hoping for a smooth transition into the new system.,0.2681818181818182,0.4772727272727273
The dispensaries could be more helpful with new patients trying to figure out what works best.,0.5454545454545454,0.4181818181818182
Since I got my card .I use edibles more . I smoke when I can't fall asleep because of pain.,0.5,0.5
"It should be treated like alcohol, not ALLOWED to minors, no public use.",0.0,0.06666666666666667
nan,0.0,0.0
"It cost’s too much already then the street at $225 an ounce special that’s the problem. Itshould cost $150 for a 25% ounce of MM that would decrease illegal street sales with no salestax of course for card holders . That’s how you get people to get cards and stop buying off thestreet. No sales tax , lower price , better safe quality higher THC/CBD % .",0.21785714285714286,0.4619047619047619
